ticket_id,created_at,category,priority,queue
TCK-20251009-022895,2025-10-09 10:54:44,VPN/Conectividade,P4,Field
TCK-20251009-022896,2025-10-09 09:36:04,Hardware,P4,ServiceDesk-N1
TCK-20251009-022897,2025-10-09 11:55:44,Rede/Internet,P3,ServiceDesk-N1
TCK-20251009-022898,2025-10-09 16:51:56,Software,P4,ServiceDesk-N2
TCK-20251009-022899,2025-10-09 12:21:47,VPN/Conectividade,P1,ServiceDesk-N1
TCK-20251009-022900,2025-10-09 08:07:32,Rede/Internet,P4,ServiceDesk-N1
TCK-20251009-022901,2025-10-09 14:09:19,Software,P3,ServiceDesk-N1
TCK-20251009-022902,2025-10-09 06:10:56,Software,P4,ServiceDesk-N2
TCK-20251009-022903,2025-10-09 10:42:15,Email,P3,ServiceDesk-N1
TCK-20251009-022904,2025-10-09 12:03:07,Rede/Internet,P3,ServiceDesk-N2
TCK-20251009-022905,2025-10-09 14:30:40,Software,P4,ServiceDesk-N1
TCK-20251009-022906,2025-10-09 19:11:22,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251009-022907,2025-10-09 12:31:34,Telefonia,P4,Infra
TCK-20251009-022908,2025-10-09 10:18:34,Hardware,P4,ServiceDesk-N2
TCK-20251009-022909,2025-10-09 19:46:48,Telefonia,P4,ServiceDesk-N1
TCK-20251009-022910,2025-10-09 17:35:14,Software,P4,ServiceDesk-N1
TCK-20251009-022911,2025-10-09 12:25:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20251009-022912,2025-10-09 12:53:20,Impressão,P4,ServiceDesk-N1
TCK-20251009-022913,2025-10-09 14:27:21,Software,P3,ServiceDesk-N1
TCK-20251009-022914,2025-10-09 12:33:18,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251009-022915,2025-10-09 10:09:57,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251009-022916,2025-10-09 11:55:34,Acesso/Conta,P3,ServiceDesk-N1
TCK-20251009-022917,2025-10-09 15:32:36,Hardware,P3,ServiceDesk-N1
TCK-20251009-022918,2025-10-09 15:31:18,Hardware,P4,ServiceDesk-N1
TCK-20251009-022919,2025-10-09 15:42:08,Rede/Internet,P2,Infra
TCK-20251009-022920,2025-10-09 08:02:06,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20251009-022921,2025-10-09 10:54:40,Email,P4,ServiceDesk-N2
TCK-20251009-022922,2025-10-09 11:27:21,Hardware,P4,ServiceDesk-N1
TCK-20251009-022923,2025-10-09 15:31:39,Software,P3,ServiceDesk-N1
TCK-20251009-022924,2025-10-09 16:07:56,Hardware,P2,ServiceDesk-N1
TCK-20251009-022925,2025-10-09 14:15:36,Email,P4,ServiceDesk-N1
TCK-20251009-022926,2025-10-09 11:29:22,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251009-022927,2025-10-09 12:22:48,Email,P4,ServiceDesk-N2
TCK-20251009-022928,2025-10-09 09:37:06,Rede/Internet,P4,Infra
TCK-20251009-022929,2025-10-09 10:24:51,Acesso/Conta,P2,ServiceDesk-N1
TCK-20251009-022930,2025-10-09 08:20:44,Software,P3,Infra
TCK-20251009-022931,2025-10-09 08:46:35,Software,P4,ServiceDesk-N1
TCK-20251009-022932,2025-10-09 08:24:58,Software,P2,ServiceDesk-N1
TCK-20251009-022933,2025-10-09 11:51:25,Email,P4,Infra
TCK-20251009-022934,2025-10-09 09:35:30,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251009-022935,2025-10-09 07:47:26,Software,P4,ServiceDesk-N2
TCK-20251009-022936,2025-10-09 17:34:44,Impressão,P4,Field
TCK-20251009-022937,2025-10-09 15:01:59,Rede/Internet,P4,ServiceDesk-N1
TCK-20251009-022938,2025-10-09 19:13:12,Email,P4,Infra
TCK-20251009-022939,2025-10-09 13:06:21,Rede/Internet,P4,ServiceDesk-N2
TCK-20251009-022940,2025-10-09 17:54:40,Software,P2,ServiceDesk-N1
TCK-20251009-022941,2025-10-09 14:22:11,Acesso/Conta,P4,Infra
TCK-20251009-022942,2025-10-09 18:42:51,Software,P4,Infra
TCK-20251009-022943,2025-10-09 15:36:50,Email,P4,ServiceDesk-N1
TCK-20251009-022944,2025-10-09 15:51:26,Email,P4,Infra
TCK-20251009-022945,2025-10-09 13:31:59,Software,P4,ServiceDesk-N2
TCK-20251009-022946,2025-10-09 14:23:29,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251009-022947,2025-10-09 16:44:25,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251009-022948,2025-10-09 17:06:23,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251009-022949,2025-10-09 20:27:45,Email,P3,ServiceDesk-N1
TCK-20251009-022950,2025-10-09 14:05:31,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20251009-022951,2025-10-09 11:40:26,Software,P1,Infra
TCK-20251009-022952,2025-10-09 18:40:55,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022953,2025-10-10 10:46:36,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022954,2025-10-10 10:41:36,Software,P4,ServiceDesk-N2
TCK-20251010-022955,2025-10-10 14:27:29,Telefonia,P3,ServiceDesk-N2
TCK-20251010-022956,2025-10-10 12:35:31,Rede/Internet,P4,ServiceDesk-N1
TCK-20251010-022957,2025-10-10 12:01:49,Software,P4,ServiceDesk-N1
TCK-20251010-022958,2025-10-10 13:05:10,Hardware,P3,ServiceDesk-N1
TCK-20251010-022959,2025-10-10 14:55:25,Software,P2,ServiceDesk-N2
TCK-20251010-022960,2025-10-10 13:41:48,Email,P4,ServiceDesk-N1
TCK-20251010-022961,2025-10-10 06:18:23,Software,P3,Infra
TCK-20251010-022962,2025-10-10 15:42:31,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251010-022963,2025-10-10 14:47:29,Acesso/Conta,P3,ServiceDesk-N1
TCK-20251010-022964,2025-10-10 13:15:56,Rede/Internet,P2,ServiceDesk-N1
TCK-20251010-022965,2025-10-10 08:56:45,Hardware,P3,ServiceDesk-N1
TCK-20251010-022966,2025-10-10 09:44:12,Email,P4,ServiceDesk-N2
TCK-20251010-022967,2025-10-10 14:01:41,Rede/Internet,P4,Field
TCK-20251010-022968,2025-10-10 10:00:50,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251010-022969,2025-10-10 10:38:53,Software,P3,ServiceDesk-N1
TCK-20251010-022970,2025-10-10 15:44:59,Email,P4,Infra
TCK-20251010-022971,2025-10-10 13:59:07,Email,P4,ServiceDesk-N1
TCK-20251010-022972,2025-10-10 11:14:12,Hardware,P3,ServiceDesk-N1
TCK-20251010-022973,2025-10-10 13:03:18,Hardware,P4,Field
TCK-20251010-022974,2025-10-10 13:35:11,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251010-022975,2025-10-10 13:02:07,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251010-022976,2025-10-10 16:25:57,Email,P3,ServiceDesk-N1
TCK-20251010-022977,2025-10-10 14:01:23,Software,P4,ServiceDesk-N1
TCK-20251010-022978,2025-10-10 12:52:37,Rede/Internet,P2,ServiceDesk-N2
TCK-20251010-022979,2025-10-10 16:20:37,Email,P3,ServiceDesk-N1
TCK-20251010-022980,2025-10-10 12:33:40,Rede/Internet,P3,ServiceDesk-N1
TCK-20251010-022981,2025-10-10 15:21:41,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022982,2025-10-10 13:16:30,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022983,2025-10-10 15:57:20,Email,P2,Field
TCK-20251010-022984,2025-10-10 12:58:19,Software,P3,ServiceDesk-N1
TCK-20251010-022985,2025-10-10 09:20:43,Rede/Internet,P4,ServiceDesk-N1
TCK-20251010-022986,2025-10-10 11:51:11,Software,P3,ServiceDesk-N1
TCK-20251010-022987,2025-10-10 11:37:48,Software,P4,ServiceDesk-N2
TCK-20251010-022988,2025-10-10 08:37:57,Telefonia,P4,ServiceDesk-N1
TCK-20251010-022989,2025-10-10 10:54:27,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022990,2025-10-10 14:16:11,Impressão,P4,ServiceDesk-N2
TCK-20251010-022991,2025-10-10 11:24:59,Acesso/Conta,P2,ServiceDesk-N2
TCK-20251010-022992,2025-10-10 13:14:57,Acesso/Conta,P4,Infra
TCK-20251010-022993,2025-10-10 12:38:11,Telefonia,P3,ServiceDesk-N1
TCK-20251010-022994,2025-10-10 09:27:02,VPN/Conectividade,P2,ServiceDesk-N2
TCK-20251010-022995,2025-10-10 10:25:27,VPN/Conectividade,P3,Infra
TCK-20251010-022996,2025-10-10 14:27:45,Software,P4,Field
TCK-20251010-022997,2025-10-10 07:13:32,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251010-022998,2025-10-10 10:00:07,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-022999,2025-10-10 09:16:17,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-023000,2025-10-10 10:24:38,Rede/Internet,P3,ServiceDesk-N1
TCK-20251010-023001,2025-10-10 14:20:01,Software,P2,Infra
TCK-20251010-023002,2025-10-10 16:20:35,Email,P3,ServiceDesk-N1
TCK-20251010-023003,2025-10-10 12:04:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20251010-023004,2025-10-10 14:19:22,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-023005,2025-10-10 12:33:56,Software,P3,ServiceDesk-N2
TCK-20251010-023006,2025-10-10 08:18:41,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20251010-023007,2025-10-10 11:25:57,VPN/Conectividade,P4,Field
TCK-20251010-023008,2025-10-10 12:52:01,Acesso/Conta,P1,ServiceDesk-N1
TCK-20251010-023009,2025-10-10 12:45:19,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251010-023010,2025-10-10 16:09:26,Software,P4,ServiceDesk-N2
TCK-20251010-023011,2025-10-10 15:38:46,Acesso/Conta,P2,ServiceDesk-N2
TCK-20251010-023012,2025-10-10 13:09:20,Software,P4,ServiceDesk-N1
TCK-20251010-023013,2025-10-10 06:52:56,Software,P4,ServiceDesk-N1
TCK-20251010-023014,2025-10-10 11:03:40,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20251010-023015,2025-10-10 09:21:13,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251010-023016,2025-10-10 11:39:54,Email,P3,ServiceDesk-N1
TCK-20251010-023017,2025-10-10 14:40:44,Email,P3,ServiceDesk-N1
TCK-20251010-023018,2025-10-10 10:45:45,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-023019,2025-10-10 18:32:04,Software,P3,Infra
TCK-20251010-023020,2025-10-10 13:21:07,Email,P2,ServiceDesk-N1
TCK-20251010-023021,2025-10-10 11:40:18,Email,P3,ServiceDesk-N2
TCK-20251010-023022,2025-10-10 18:54:08,Email,P3,Field
TCK-20251010-023023,2025-10-10 15:51:42,Software,P4,ServiceDesk-N1
TCK-20251010-023024,2025-10-10 16:19:01,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251010-023025,2025-10-10 13:42:15,Rede/Internet,P3,ServiceDesk-N1
TCK-20251010-023026,2025-10-10 08:58:13,Email,P4,ServiceDesk-N1
TCK-20251010-023027,2025-10-10 11:23:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20251010-023028,2025-10-10 15:54:08,Impressão,P3,ServiceDesk-N1
TCK-20251010-023029,2025-10-10 07:32:58,Hardware,P3,ServiceDesk-N1
TCK-20251010-023030,2025-10-10 14:47:24,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251010-023031,2025-10-10 13:29:34,Acesso/Conta,P2,ServiceDesk-N1
TCK-20251010-023032,2025-10-10 04:56:38,Software,P2,ServiceDesk-N1
TCK-20251010-023033,2025-10-10 09:03:17,Software,P3,ServiceDesk-N1
TCK-20251010-023034,2025-10-10 17:56:18,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251010-023035,2025-10-10 14:05:12,Impressão,P2,ServiceDesk-N1
TCK-20251010-023036,2025-10-10 13:49:56,Acesso/Conta,P4,Infra
TCK-20251010-023037,2025-10-10 08:38:11,Software,P4,ServiceDesk-N1
TCK-20251010-023038,2025-10-10 10:36:43,Software,P4,ServiceDesk-N2
TCK-20251010-023039,2025-10-10 13:06:27,Rede/Internet,P1,ServiceDesk-N1
TCK-20251010-023040,2025-10-10 08:26:10,Acesso/Conta,P4,Field
TCK-20251010-023041,2025-10-10 12:49:57,Acesso/Conta,P3,Field
TCK-20251010-023042,2025-10-10 10:05:07,Software,P2,ServiceDesk-N1
TCK-20251010-023043,2025-10-10 10:51:06,Acesso/Conta,P3,Field
TCK-20251010-023044,2025-10-10 13:23:53,Impressão,P3,ServiceDesk-N1
TCK-20251010-023045,2025-10-10 13:50:11,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251011-023046,2025-10-11 12:42:24,Software,P4,ServiceDesk-N1
TCK-20251011-023047,2025-10-11 07:50:00,Hardware,P4,ServiceDesk-N1
TCK-20251011-023048,2025-10-11 20:23:56,Impressão,P3,ServiceDesk-N1
TCK-20251011-023049,2025-10-11 13:04:40,Rede/Internet,P4,Infra
TCK-20251011-023050,2025-10-11 14:16:44,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20251011-023051,2025-10-11 14:20:08,Rede/Internet,P4,ServiceDesk-N1
TCK-20251011-023052,2025-10-11 12:04:53,Email,P4,ServiceDesk-N1
TCK-20251011-023053,2025-10-11 17:34:56,Impressão,P4,ServiceDesk-N1
TCK-20251011-023054,2025-10-11 09:06:53,Telefonia,P4,ServiceDesk-N2
TCK-20251011-023055,2025-10-11 17:51:13,Hardware,P4,ServiceDesk-N1
TCK-20251011-023056,2025-10-11 15:17:48,Telefonia,P4,ServiceDesk-N1
TCK-20251011-023057,2025-10-11 12:12:01,Rede/Internet,P3,ServiceDesk-N1
TCK-20251011-023058,2025-10-11 14:55:06,Hardware,P1,ServiceDesk-N1
TCK-20251011-023059,2025-10-11 13:24:56,Software,P3,Field
TCK-20251011-023060,2025-10-11 14:54:06,Telefonia,P2,ServiceDesk-N2
TCK-20251011-023061,2025-10-11 12:16:07,Hardware,P1,ServiceDesk-N1
TCK-20251011-023062,2025-10-11 17:48:52,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251011-023063,2025-10-11 10:21:19,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20251011-023064,2025-10-11 13:00:12,Software,P4,ServiceDesk-N2
TCK-20251011-023065,2025-10-11 13:48:07,Impressão,P4,ServiceDesk-N1
TCK-20251011-023066,2025-10-11 09:52:53,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251011-023067,2025-10-11 14:49:37,Software,P3,ServiceDesk-N1
TCK-20251011-023068,2025-10-11 15:03:27,Email,P4,ServiceDesk-N1
TCK-20251011-023069,2025-10-11 15:56:23,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251011-023070,2025-10-11 17:49:59,Impressão,P2,ServiceDesk-N1
TCK-20251011-023071,2025-10-11 12:27:55,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251011-023072,2025-10-11 14:57:54,Email,P4,ServiceDesk-N1
TCK-20251011-023073,2025-10-11 07:08:06,Telefonia,P3,ServiceDesk-N1
TCK-20251011-023074,2025-10-11 12:58:41,Rede/Internet,P4,Infra
TCK-20251011-023075,2025-10-11 10:55:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20251011-023076,2025-10-11 10:33:51,Telefonia,P3,ServiceDesk-N1
TCK-20251011-023077,2025-10-11 14:46:58,Impressão,P3,ServiceDesk-N1
TCK-20251011-023078,2025-10-11 13:04:42,Software,P4,ServiceDesk-N1
TCK-20251011-023079,2025-10-11 13:01:07,Impressão,P3,ServiceDesk-N1
TCK-20251011-023080,2025-10-11 17:29:27,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251011-023081,2025-10-11 09:51:18,Email,P4,ServiceDesk-N2
TCK-20251011-023082,2025-10-11 10:30:52,Software,P3,ServiceDesk-N2
TCK-20251011-023083,2025-10-11 12:54:50,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251011-023084,2025-10-11 12:41:07,Rede/Internet,P2,ServiceDesk-N2
TCK-20251011-023085,2025-10-11 12:14:30,Hardware,P3,Infra
TCK-20251011-023086,2025-10-11 13:43:26,Software,P3,ServiceDesk-N1
TCK-20251011-023087,2025-10-11 09:39:15,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251011-023088,2025-10-11 11:33:11,Email,P3,ServiceDesk-N2
TCK-20251011-023089,2025-10-11 13:44:45,Acesso/Conta,P3,ServiceDesk-N1
TCK-20251011-023090,2025-10-11 09:05:46,Software,P4,Field
TCK-20251011-023091,2025-10-11 14:56:30,Rede/Internet,P2,ServiceDesk-N1
TCK-20251011-023092,2025-10-11 10:10:21,Hardware,P4,ServiceDesk-N1
TCK-20251011-023093,2025-10-11 12:54:28,Software,P4,ServiceDesk-N1
TCK-20251012-023094,2025-10-12 12:28:22,Rede/Internet,P4,ServiceDesk-N1
TCK-20251012-023095,2025-10-12 11:44:39,Software,P4,ServiceDesk-N1
TCK-20251012-023096,2025-10-12 11:49:53,Impressão,P2,ServiceDesk-N1
TCK-20251012-023097,2025-10-12 08:19:55,Impressão,P4,ServiceDesk-N1
TCK-20251012-023098,2025-10-12 18:04:04,Acesso/Conta,P3,ServiceDesk-N1
TCK-20251012-023099,2025-10-12 14:57:13,Rede/Internet,P4,Field
TCK-20251012-023100,2025-10-12 12:03:07,Hardware,P2,ServiceDesk-N1
TCK-20251012-023101,2025-10-12 11:47:33,Software,P4,ServiceDesk-N2
TCK-20251012-023102,2025-10-12 10:42:06,Acesso/Conta,P2,Field
TCK-20251012-023103,2025-10-12 13:46:30,Email,P4,ServiceDesk-N1
TCK-20251012-023104,2025-10-12 13:01:23,Rede/Internet,P3,ServiceDesk-N1
TCK-20251012-023105,2025-10-12 13:05:42,Rede/Internet,P4,ServiceDesk-N1
TCK-20251012-023106,2025-10-12 12:08:37,Impressão,P4,ServiceDesk-N2
TCK-20251012-023107,2025-10-12 09:29:19,Software,P1,ServiceDesk-N2
TCK-20251012-023108,2025-10-12 15:43:04,Rede/Internet,P2,ServiceDesk-N1
TCK-20251012-023109,2025-10-12 15:56:12,Hardware,P3,ServiceDesk-N1
TCK-20251012-023110,2025-10-12 10:56:54,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251012-023111,2025-10-12 15:12:16,Hardware,P4,Field
TCK-20251012-023112,2025-10-12 09:57:12,Hardware,P3,ServiceDesk-N2
TCK-20251012-023113,2025-10-12 17:42:57,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251012-023114,2025-10-12 15:18:38,Telefonia,P4,ServiceDesk-N1
TCK-20251012-023115,2025-10-12 12:10:10,Software,P4,ServiceDesk-N2
TCK-20251012-023116,2025-10-12 10:33:26,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251012-023117,2025-10-12 06:03:51,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251012-023118,2025-10-12 15:53:32,Impressão,P4,ServiceDesk-N1
TCK-20251012-023119,2025-10-12 12:32:14,Hardware,P4,ServiceDesk-N1
TCK-20251012-023120,2025-10-12 09:49:08,Email,P2,ServiceDesk-N2
TCK-20251012-023121,2025-10-12 10:04:00,Acesso/Conta,P2,ServiceDesk-N1
TCK-20251013-023122,2025-10-13 12:49:40,Hardware,P4,ServiceDesk-N1
TCK-20251013-023123,2025-10-13 15:38:45,Rede/Internet,P4,ServiceDesk-N1
TCK-20251013-023124,2025-10-13 13:41:52,Rede/Internet,P1,ServiceDesk-N1
TCK-20251013-023125,2025-10-13 16:28:24,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023126,2025-10-13 16:19:54,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251013-023127,2025-10-13 12:26:46,Acesso/Conta,P2,Field
TCK-20251013-023128,2025-10-13 15:42:54,Hardware,P4,ServiceDesk-N1
TCK-20251013-023129,2025-10-13 02:35:52,Rede/Internet,P1,ServiceDesk-N1
TCK-20251013-023130,2025-10-13 14:37:46,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023131,2025-10-13 14:27:00,Acesso/Conta,P2,ServiceDesk-N1
TCK-20251013-023132,2025-10-13 04:16:56,Rede/Internet,P4,ServiceDesk-N2
TCK-20251013-023133,2025-10-13 16:41:00,VPN/Conectividade,P4,Infra
TCK-20251013-023134,2025-10-13 10:28:15,Rede/Internet,P4,ServiceDesk-N1
TCK-20251013-023135,2025-10-13 17:11:05,Email,P4,Infra
TCK-20251013-023136,2025-10-13 13:52:56,Software,P3,Field
TCK-20251013-023137,2025-10-13 11:12:01,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023138,2025-10-13 12:04:01,Software,P3,ServiceDesk-N2
TCK-20251013-023139,2025-10-13 14:33:59,Hardware,P4,Infra
TCK-20251013-023140,2025-10-13 15:42:16,Hardware,P4,Infra
TCK-20251013-023141,2025-10-13 15:50:56,Rede/Internet,P4,Infra
TCK-20251013-023142,2025-10-13 14:58:25,Hardware,P4,ServiceDesk-N1
TCK-20251013-023143,2025-10-13 13:09:27,Impressão,P4,ServiceDesk-N1
TCK-20251013-023144,2025-10-13 13:51:16,Email,P4,ServiceDesk-N1
TCK-20251013-023145,2025-10-13 14:19:07,Rede/Internet,P4,ServiceDesk-N1
TCK-20251013-023146,2025-10-13 14:50:41,Email,P4,ServiceDesk-N1
TCK-20251013-023147,2025-10-13 13:47:02,Email,P4,ServiceDesk-N1
TCK-20251013-023148,2025-10-13 14:19:15,Telefonia,P4,Field
TCK-20251013-023149,2025-10-13 17:32:17,Hardware,P4,ServiceDesk-N1
TCK-20251013-023150,2025-10-13 16:54:23,VPN/Conectividade,P3,Infra
TCK-20251013-023151,2025-10-13 12:46:28,Software,P4,ServiceDesk-N2
TCK-20251013-023152,2025-10-13 10:51:11,Rede/Internet,P4,ServiceDesk-N2
TCK-20251013-023153,2025-10-13 16:06:29,Impressão,P4,Infra
TCK-20251013-023154,2025-10-13 08:06:19,Telefonia,P2,ServiceDesk-N1
TCK-20251013-023155,2025-10-13 14:01:40,Email,P4,ServiceDesk-N2
TCK-20251013-023156,2025-10-13 12:42:35,Email,P4,ServiceDesk-N1
TCK-20251013-023157,2025-10-13 17:41:39,Software,P3,ServiceDesk-N1
TCK-20251013-023158,2025-10-13 15:36:54,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251013-023159,2025-10-13 17:04:54,Rede/Internet,P3,ServiceDesk-N2
TCK-20251013-023160,2025-10-13 14:19:26,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251013-023161,2025-10-13 15:27:57,Rede/Internet,P4,Infra
TCK-20251013-023162,2025-10-13 16:58:29,Software,P2,ServiceDesk-N1
TCK-20251013-023163,2025-10-13 09:45:13,Software,P4,ServiceDesk-N1
TCK-20251013-023164,2025-10-13 10:25:32,Software,P4,ServiceDesk-N1
TCK-20251013-023165,2025-10-13 12:33:51,Telefonia,P4,ServiceDesk-N1
TCK-20251013-023166,2025-10-13 14:59:57,Impressão,P4,ServiceDesk-N1
TCK-20251013-023167,2025-10-13 14:24:06,Software,P3,ServiceDesk-N1
TCK-20251013-023168,2025-10-13 15:58:49,Telefonia,P3,Infra
TCK-20251013-023169,2025-10-13 15:45:29,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20251013-023170,2025-10-13 19:12:44,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20251013-023171,2025-10-13 10:02:12,Software,P4,ServiceDesk-N1
TCK-20251013-023172,2025-10-13 09:27:35,Email,P3,ServiceDesk-N1
TCK-20251013-023173,2025-10-13 14:59:11,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023174,2025-10-13 10:46:42,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20251013-023175,2025-10-13 12:54:49,Email,P4,Infra
TCK-20251013-023176,2025-10-13 09:27:07,VPN/Conectividade,P4,Field
TCK-20251013-023177,2025-10-13 06:10:02,Telefonia,P3,Field
TCK-20251013-023178,2025-10-13 16:04:31,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023179,2025-10-13 12:48:00,Hardware,P4,ServiceDesk-N1
TCK-20251013-023180,2025-10-13 18:35:15,Hardware,P3,ServiceDesk-N1
TCK-20251013-023181,2025-10-13 13:35:51,Hardware,P4,ServiceDesk-N1
TCK-20251013-023182,2025-10-13 14:22:53,Rede/Internet,P1,ServiceDesk-N1
TCK-20251013-023183,2025-10-13 14:56:57,Rede/Internet,P3,ServiceDesk-N1
TCK-20251013-023184,2025-10-13 14:17:50,Impressão,P3,ServiceDesk-N1
TCK-20251013-023185,2025-10-13 14:38:38,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251013-023186,2025-10-13 08:06:25,Software,P4,ServiceDesk-N2
TCK-20251013-023187,2025-10-13 14:57:17,Rede/Internet,P3,ServiceDesk-N1
TCK-20251013-023188,2025-10-13 12:38:15,Software,P4,ServiceDesk-N1
TCK-20251013-023189,2025-10-13 12:18:30,Email,P4,Field
TCK-20251013-023190,2025-10-13 14:29:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20251013-023191,2025-10-13 14:49:23,Acesso/Conta,P3,ServiceDesk-N2
TCK-20251013-023192,2025-10-13 12:57:34,Software,P3,ServiceDesk-N2
TCK-20251013-023193,2025-10-13 08:44:54,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20251013-023194,2025-10-13 13:48:12,Software,P4,ServiceDesk-N1
TCK-20251013-023195,2025-10-13 12:41:19,Impressão,P3,ServiceDesk-N1
TCK-20251013-023196,2025-10-13 15:56:15,Rede/Internet,P3,Field
TCK-20251013-023197,2025-10-13 17:45:56,Hardware,P4,ServiceDesk-N1
TCK-20251013-023198,2025-10-13 13:48:18,Hardware,P2,ServiceDesk-N1
TCK-20251013-023199,2025-10-13 14:39:56,Rede/Internet,P1,ServiceDesk-N2
TCK-20251013-023200,2025-10-13 12:39:18,Acesso/Conta,P3,Infra
TCK-20251013-023201,2025-10-13 16:03:38,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20251013-023202,2025-10-13 09:41:47,Impressão,P4,ServiceDesk-N2
TCK-20251013-023203,2025-10-13 11:38:21,Email,P3,ServiceDesk-N1
TCK-20251013-023204,2025-10-13 17:32:17,Rede/Internet,P4,ServiceDesk-N1
TCK-20251013-023205,2025-10-13 13:43:01,Acesso/Conta,P4,Infra
TCK-20251013-023206,2025-10-13 12:03:30,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20251013-023207,2025-10-13 13:51:49,Telefonia,P4,ServiceDesk-N1
TCK-20251013-023208,2025-10-13 17:51:56,Rede/Internet,P2,ServiceDesk-N1
TCK-20251013-023209,2025-10-13 13:55:20,Software,P3,ServiceDesk-N1
TCK-20251013-023210,2025-10-13 19:35:46,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023211,2025-10-13 16:56:30,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20251013-023212,2025-10-13 13:10:42,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023213,2025-10-13 11:31:01,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20251013-023214,2025-10-13 08:19:16,Acesso/Conta,P4,ServiceDesk-N1
TCK-20251013-023215,2025-10-13 14:40:35,Acesso/Conta,P4,Infra
TCK-20251013-023216,2025-10-13 09:56:14,Acesso/Conta,P4,ServiceDesk-N2
TCK-20251013-023217,2025-10-13 19:15:42,Email,P3,ServiceDesk-N1
TCK-20251013-023218,2025-10-13 14:51:22,Software,P4,Field
TCK-20251013-023219,2025-10-13 06:52:38,Hardware,P2,ServiceDesk-N1
TCK-20251013-023220,2025-10-13 12:26:32,VPN/Conectividade,P2,ServiceDesk-N2
